,Size,Society,Location,total_sqft,Available by,Age(in yrs),Status,Price(In Lakhs)
347,2,Majestique Gigahomes LLP,Kondhwa,975, May 2029,0,New,100
348,1,Hubtown Countrywoods,Kondhwa,640,Ready To Move,6,Resale,40
349,3,Pride Purple Park Express Phase II,Baner,1425, Jun 2026,0,New,140
350,2,Shah Prestige Gold,Mundhwa,1166, Dec 2024,0,New,70
351,1,Hamy Park,Kondhwa Budruk,541,Ready To Move,1,Resale,28.65
352,4,Kumar Sienna Opp Maggarpatta City,Magarpatta Road,3800,Ready To Move,4,Resale,355
353,2,Bhojwani The Nook Phase 1,Tathawade,950, Nov 2022,0,New,51.4
354,2,Kumar Piccadilly,Wakad,1084,Ready To Move,2,Resale,65.5
355,2,ARV Newtown Phase III,Pisoli,1060,Ready To Move,2,Resale,42
356,2,Panama Silver Stone Apartments,Handewadi,731, Nov 2023,0,New,43.32
357,1,Svasti Delta High Bldg B Phase I,Bhugaon,630, Feb 2021,0,New,38
358,3,Chintamani The Almonds,Baner,1720, Feb 2026,0,New,175
359,2,K Raheja Nova,Pirangut,876, Apr 2024,0,New,48
360,2,Legacy Ivy,Mulshi,1005, May 2023,0,New,53
361,4,Austin Austin Park Nxt,Tathawade,2100, May 2025,0,New,120
362,1,Iristo Gold,Dehu,636, Jan 2025,0,New,25
363,4,Amit Bloomfield Apartment,Ambegaon Budruk,4000,Ready To Move,11,Resale,340
364,2,DSK Meghmalhar,Dhayari,990, Oct 2026,0,New,58
365,5,Pashankar Yin Yang,Kharadi,2700, Nov 2025,0,New,200
366,1,Rohan Abhilasha Building G,Wagholi,361, Nov 2023,0,New,34.5
367,4,Rahul Construction Rahul Downtown,Parvati Darshan,2600,Ready To Move,3,Resale,450
368,1,Chamadia Pristine Meadows,Wagholi,689, Apr 2027,0,New,35
369,1,Peninsula Address One Phase 2,Gahunje,312, Apr 2022,0,New,28.94
370,2,Sampada Little Earth Masulkar City,Mamurdi,778,Ready To Move,1,Resale,53.28
371,2,GK Silverland Residency Phase 1,Ravet,918, Apr 2023,0,New,46
372,3,Sukhwani Skylines,Wakad,1248,Ready To Move,3,Resale,99
373,1,Sancheti Mount Castle,Wagholi,650, May 2027,0,New,23.62
374,4,Kolte Patil Ivy Villa,Wagholi,3700, Dec 2024,0,New,200
375,4,Paranjape Richmond Park,Baner,3500, May 2025,0,New,344
376,3,Ceratec Presidential Towers,Ravet,971, Nov 2025,0,New,90.89
377,2,Nirvaan Nirvaan Oneness,Wakad,712, Dec 2021,0,New,64.02
378,2,Shapoorji Pallonji Joyville Phase 2,Hinjewadi,851, Nov 2022,0,New,61
379,1,Paranjape Blue Ridge,Pimpri,610,Ready To Move,2,Resale,39.6
380,3,Rama Celestial City Phase II Building A E H,Ravet,1336, Jun 2026,0,New,75
381,2,Austin Austin Park,Tathawade,1026, Feb 2023,0,New,51.5
382,3,Runal Elanza,Ravet,1300, Nov 2023,0,New,100
383,2,Karandikar KLS Supremus,Balewadi,1060, Jun 2025,0,New,72.5
384,3,Kolte Patil Three Jewels,Kondhwa,1300,Ready To Move,2,Resale,81
385,2,Runal Spacio,Ravet,553, Nov 2022,0,New,52.39
386,2,Swami Samarth Swami Samarth,Ravet,869, Aug 2024,0,New,45.55
387,3,Agarwal And Bhondve Arkaa,Ravet,968, Dec 2025,0,New,68
388,3,Onyx Gagan Avencia,Kharadi,951, Aug 2022,0,New,99.38
389,2,Krisala Magia Avenue,Mamurdi,600,Ready To Move,2,Resale,52.7
390,2,Majestique Signature Towers Phase 3,Balewadi,627, Nov 2028,0,New,75.1
391,1,Ideal Park,Ambegaon Budruk,650,Ready To Move,1,Resale,19
392,3,Lohia Odela,Bavdhan,1713, Jan 2024,0,New,126
393,3,Sukhwani Empire Square Phase I AND II,Chinchwad,1198, Dec 2027,0,New,127
394,2,Mittal Sky High Towers,Hinjewadi,501, Nov 2023,0,New,49.96
395,3,Pride Kingsbury Phase I,Lohegaon,917, May 2022,0,New,60.83
396,2,Abhinav Pebbles II,Bavdhan,1700,Ready To Move,7,Resale,88
397,3,Blue Pearl CODENAME RARE,Baner,1435, Feb 2026,0,New,149
398,2,Pride Purple Topaz Park,Wakad,1055, Aug 2025,0,New,86
399,3,Gagan Ela,NIBM Annex Mohammadwadi,1587,Ready To Move,0,Resale,85
400,3,Goel Ganga Utopia,Bavdhan,1018, May 2024,0,New,108
401,1,Sunshine Residency,Dhayari,845,Ready To Move,1,Resale,23
402,3,Goel Ganga Florentina,NIBM Annex Mohammadwadi,1450,Ready To Move,6,Resale,118
403,2,Pristine Wonder City,Kothrud,980,Ready To Move,2,Resale,110
404,1,Karia Krish 2,Mundhwa,627,Ready To Move,6,Resale,46
405,2,Oxford Florida River Walk Phase 1,Mundhwa,1107, Aug 2021,0,New,71
406,2,Mantra Properties Residency,Chakan,532, Dec 2025,0,New,25.25
407,2,Goel Ganga Legend A4 And B1,Bavdhan,1258, May 2023,0,New,85
408,2,Swaraj Homes Palash FGH,Wakad,1040,Ready To Move,2,Resale,68
409,2,Mahalaxmi Zen Estate,Kharadi,1227, Nov 2026,0,New,75.06
410,1,Stark Aura,Katraj,200,Ready To Move,2,Resale,13
411,3,Jhamtani Ace Abode Wing B,Baner,1445, Dec 2025,0,New,130
412,2,Legacy Fortune Exotica,Ravet,1002,Ready To Move,6,Resale,60
413,2,Shapoorji Pallonji Joyville Phase 2,Hinjewadi,521, Nov 2022,0,New,51.68
414,2,Gulmohar Goldcoast,Sadashiv Peth,1071, Aug 2027,0,New,157
415,2,Rajmata Trinity Greens,Wakad,984, Dec 2025,0,New,66.39
416,3,Paranjape Blue Ridge Project C Land T18 And T19,Hinjewadi,984, Dec 2024,0,New,82.36
417,2,Kolte Patil Umang Premiere,Wagholi,970, Dec 2025,0,New,48.5
418,5,Gera Isle Royale,Bavdhan,3073, Aug 2024,0,New,275
419,2,Apex Multicons Athena,Tathawade,990, Sep 2024,0,New,54
420,3,Ganesh Shivaji Doundkar Ganesh Heights,Mamurdi,1204, Nov 2023,0,New,75
421,3,Gera Song Of Joy,Kharadi,1700,Ready To Move,7,Resale,150
422,2,Legacy Square,Wakad,1000, Mar 2023,0,New,75
423,2,Duville Riverdale Grove,Kharadi,1087, Dec 2025,0,New,65.32
424,1,Spacemint Easterlia,Lohegaon,600, Dec 2025,0,New,36
425,2,Goel Ganga Acropolis,Sus,1015,Ready To Move,0,Resale,85
426,2,Jalan Aura County C D,Wagholi,953, Dec 2022,0,New,46
427,2,OM Tropica Phase II,Ravet,900, Feb 2023,0,New,63
428,1,Estado Presidential,Hinjawadi Village,520,Ready To Move,1,Resale,20.19
429,1,Manav Silver Springs,Wagholi,640,Ready To Move,9,Resale,30
430,2,Rama Metro Life Maxima Residences,Tathawade,985,Ready To Move,0,Resale,63.28
431,3,Mantra 29 Gold Coast,Dhanori,872, Apr 2023,0,New,89.15
432,2,Pharande Puneville Phase I,Tathawade,1105, Jun 2026,0,New,70
433,3,Yashada Life Vedika Phase 1,Pimple Saudagar,858,Ready To Move,0,Resale,128
434,2,Suyog Padmavati Hills,Bavdhan,1181,Ready To Move,2,Resale,88.5
435,2,Chirag Grande View 7 Phase V Building J,Ambegaon Budruk,543, Nov 2022,0,New,63
436,2,Sukhwani Sepia,Tathawade,1112,Ready To Move,2,Resale,72
437,3,Sukhwani Hermosa Casa,Magarpatta,1450,Ready To Move,3,Resale,127
438,2,Runal Spacio,Ravet,560, Nov 2022,0,New,52.22
439,2,Adani Atelier Greens,Mundhwa,992, Feb 2024,0,New,174
440,3,Godrej Sky Greens,Kharadi,654, Feb 2022,0,New,60.37
441,2,Pristine Neo City Part 2,Wagholi,910,Ready To Move,2,Resale,39
442,3,Kesar High Street,Moshi,1330, Dec 2024,0,New,79.5
443,3,Goel Ganga Utopia,Kothrud,1550,Ready To Move,3,Resale,159
444,2,Golden Winds,Lohegaon,1012,Ready To Move,2,Resale,52.5
445,2,Unique K Ville,Ravet,696, Sep 2023,0,New,52.44
446,2,Nandan Vatsalya Puram Building A,Dhayari,740, Dec 2024,0,New,42.18
447,2,Pantheon Acorn Park,Wakad,810, Mar 2026,0,New,53.27
448,2,Ravinanda Trinity,Wagholi,1050, May 2023,0,New,40.5
449,5,Disha Purple Seasons,Maval,4484, Nov 2022,0,New,350
450,2,JKG Purvarang,Wagholi,793,Ready To Move,7,Resale,50
451,2,Lodha Belmondo,Gahunje,1827,Ready To Move,5,Resale,114
452,2,Tyagi Windwards,Wakad,1144, Dec 2028,0,New,81
453,2,Kumar Palaash A,Wadgaon Sheri,1000, Dec 2025,0,New,63
454,3,Mittal Sun Planet,Kothrud,1470,Ready To Move,3,Resale,200
455,2,Blue Skky Olive,Wagholi,950,Ready To Move,10,Resale,55
456,2,DNV Iris Apartment,Baner,1125,Ready To Move,13,Resale,115
457,2,Labh 33 Mile Stone,Tathawade,1000,Ready To Move,9,Resale,74
458,2,Geeta Gold Fusion,Kharadi,1000,Ready To Move,6,Resale,75
459,2,Marvel Piazza Phase 01,Viman Nagar,1480, Sep 2025,0,New,168
460,2,Sattva H And M Royal,Kondhwa,1200,Ready To Move,15,Resale,68
461,2,Navjeevan Blue Bells,Dattavadi,1050,Ready To Move,7,Resale,106
462,2,Nexus Shubhkalash A Wing,Chikhali,764,Ready To Move,0,Resale,38.92
463,2,Siddhivinayak Sunshree Gold,Wanowrie,950,Ready To Move,12,Resale,65
464,3,Millennium Pacific,Tathawade,1200, Sep 2025,0,New,70
465,1,Bappa Towers,Hinjewadi,685, Dec 2026,0,New,38.99
466,1,Yash Platinum,Dhayari,650,Ready To Move,5,Resale,35.5
467,4,Udayagiri CHS,Kothrud,1380, Nov 2025,0,New,365
468,1,Shriya Plaza,Pimpri,2000, Nov 2022,0,New,5.51
469,2,Goel Ganga Newtown Phase I,Dhanori,707,Ready To Move,3,Resale,42.95
470,2,Paranjape Gloria Grace,Bavdhan,1250,Ready To Move,9,Resale,85
471,2,Mind Queenstown,Chinchwad,1211,Ready To Move,10,Resale,100
472,3,Khinvasara Aranyeshwar Park Phase II,Parvati Darshan,1671,Ready To Move,8,Resale,192
473,2,Sonigara Twin Towers,Ravet,995,Ready To Move,0,Resale,58
474,3,Kasturi Apostrophe Next,Wakad,1500, Dec 2025,0,New,150
475,2,Truspace Prima Domus,Balewadi,1017,Ready To Move,2,Resale,66
476,1,CD Developers Premia,Dhayari,637, Jun 2025,0,New,36
477,1,Nandan Inspera,Wakad,700,Ready To Move,10,Resale,42
478,2,KBD Palladion,Baner,1147,Ready To Move,9,Resale,89
479,2,Goel Ganga Newtown Phase I,Dhanori,702, Sep 2023,0,New,42.63
480,2,Godrej Rejuve,Mundhwa,1000,Ready To Move,2,Resale,70
481,2,Gokhale Waves,Wakad,613, Nov 2025,0,New,43.82
482,3,Nilharsh Dwarka,Gokhalenagar,1400,Ready To Move,3,Resale,195
483,2,Naiknavare Avon Vista Phase 1 And Phase 2,Balewadi,891, Nov 2026,0,New,86
484,2,Vardhaman Palm Rose,Tathawade,949, Nov 2023,0,New,48.67
485,2,Trimurti Elina Phase 2,Sus,495, Dec 2025,0,New,65
486,1,A P Akshay Galaxy Building B,Kondhwa,521, May 2023,0,New,29.99
487,5,Ven Swarnavilas Phase 1,Pashan,3300, Dec 2028,0,New,450
488,1,Reputed Builder Gopinath Nagar,Kothrud,515, Dec 2025,0,New,62
489,3,Bramha F Residences,Wadgaon Sheri,1506,Ready To Move,6,Resale,105
490,2,Natu Golden Trellis,Balewadi,1500, Dec 2028,0,New,130
491,2,Venkatesh Paradise,NIBM Annex Mohammadwadi,735, May 2027,0,New,33.5
492,2,Lodha Bella Vita,NIBM Annex Mohammadwadi,811, Dec 2025,0,New,97.71
493,2,Duville Riverdale Heights,Kharadi,768, Aug 2024,0,New,82.96
494,2,Sahil Yashika,Kondhwa,900, Jun 2023,0,New,48.2
495,3,Rohan Tarang,Wakad,1648,Ready To Move,10,Resale,79.1
496,2,Nivasa Enchante,Lohegaon,1115, Mar 2026,0,New,70
497,2,Bharat The Province Phase I,Tathawade,1000, Mar 2023,0,New,65
498,1,Essen Shonest Towers,Shukrawar Peth,150, Dec 2025,0,New,16.31
499,1,Paranjape Blue Ridge,Hinjewadi,680, Nov 2023,0,New,45
500,2,Jairaj Aaradhyam Phase III,Kondhwa,895,Ready To Move,0,Resale,45
501,3,Pride Purple Park Grandeur,Baner,3999, May 2025,0,New,379
502,2,Paranjape Blue Ridge,Hinjewadi,1400, Feb 2026,0,New,120
503,3,Legacy Woods,Ravet,1530, Jun 2025,0,New,84.17
504,2,Shree Nidhi,Lohegaon,940,Ready To Move,4,Resale,48.95
505,1,Vijayalaxmi Laxmisatyam Residency,Dhanori,364,Ready To Move,2,Resale,35.67
506,2,Puraniks Abitante Fiore Phase 2A,Bavdhan,608, May 2030,0,New,57.4
507,2,Rama Metro Life Maxima Residences,Tathawade,747, Nov 2023,0,New,69.14
508,3,Adani Atelier Greens,Mundhwa,1466, Feb 2024,0,New,221
509,2,Kolte Patil Life Republic Sector R 17 B 17 B Avenue Nora,Kiwale,888, Aug 2021,0,New,41.57
510,1,Icon Imperio,Wagholi,675, Dec 2028,0,New,38
511,1,Majestique Majestique City Building F,Wagholi,430,Ready To Move,3,Resale,27.85
512,2,Goel Ganga Newtown Phase I,Dhanori,702, Sep 2023,0,New,42.64
513,3,Marvel Isola,NIBM Annex Mohammadwadi,1750, Aug 2023,0,New,140
514,2,Triaa Kosmic Kourtyard Phase 1,Wagholi,956, Dec 2025,0,New,45.2
515,2,Rama Metro Life Maxima Residences,Tathawade,742, Jun 2022,0,New,68.74
516,2,Rohit ALOHA,Hinjawadi Village,942, Nov 2023,0,New,54.27
517,2,Shapoorji Pallonji Shapoorji Vanaha,Bavdhan,1050, Feb 2025,0,New,71
518,2,Sukhwani Palms,Wagholi,938, Jun 2022,0,New,39
519,3,Kalpataru Estate Building 8,Pimple Gurav,1114, May 2023,0,New,147
520,2,Jhamtani Jhamtani Ace Aurum,Ravet,721, Jan 2028,0,New,50
521,4,Marvel Isola,NIBM Annex Mohammadwadi,4700,Ready To Move,9,Resale,325
522,1,Godrej Wood Park,Mamurdi,1932,Ready To Move,0,Resale,99.9
523,2,GK Arise,Punawale,1020,Ready To Move,2,Resale,54.27
524,2,Maruti Ravitej,Moshi,613, Nov 2022,0,New,32.35
525,2,VTP Altair,Dhayari Phata,874,Ready To Move,2,Resale,43.7
526,3,Enerrgia Skyi Songbirds,Bavdhan,1522, Nov 2026,0,New,74.57
527,2,GK Aarcon,Punawale,650, Aug 2023,0,New,51
528,2,GK Dwarka Sai Wonder,Pimple Saudagar,1000, Dec 2026,0,New,80
529,3,J N Adiamville,Tathawade,1152, Dec 2025,0,New,62.49
530,2,Kolte Patil Ivy Estate Nia,Wagholi,842,Ready To Move,1,Resale,38.65
531,3,Nyati Empire,Kharadi,1450,Ready To Move,17,Resale,135
532,3,Goel Ganga Constella,Kharadi,1642, Dec 2025,0,New,94.12
533,4,Godrej Wood Park,Mamurdi,1063,Ready To Move,0,Resale,99.34
534,2,Pharande Puneville,Tathawade,713, Mar 2027,0,New,65.99
535,3,Mantra 29 Gold Coast Phase 4,Dhanori,894, Nov 2024,0,New,94.99
536,2,Chintan Kudale Patil Township,Vadgaon Budruk,800,Ready To Move,2,Resale,63
537,2,Essen Shonest Towers,Kishanwadi,770,Ready To Move,4,Resale,25
538,2,Gawade Galaxy,Shiraswadi,1000,Ready To Move,4,Resale,6.51
539,3,Abhinav Pebbles Greenfield,Tathawade,1405, Nov 2025,0,New,105
540,2,Nyati Elysia I,Kharadi,725, Aug 2021,0,New,82.96
541,1,Windson Golden Copac,Ravet,700,Ready To Move,2,Resale,29.2
542,4,Sobha Carnation,Kondhwa,3700, Dec 2024,0,New,215
543,2,GK Arise,Tathawade,812,Ready To Move,0,Resale,41.37
544,2,Nexus Atrium ABC,Moshi,920,Ready To Move,2,Resale,53
545,3,Supreme Belmac Residences,Wadgaon Sheri,1884,Ready To Move,3,Resale,193
546,3,Kasturi Epitome,Kharadi,1700, Feb 2026,0,New,167
547,3,Raviraj Fortaleza,Kalyani Nagar,1500,Ready To Move,12,Resale,160
548,2,Manav Silver Skyscapes,Wakad,1230,Ready To Move,10,Resale,73
549,2,Kolte Patil Ivy Estate Nia,Wagholi,677,Ready To Move,4,Resale,38.5
550,1,Sri Sri Kunjban Phase 1B Building,Mamurdi,700, May 2024,0,New,35.1
551,2,Arun Sheth Anika Piccadilly Phase 1,Old Mumbai Pune Highway,1170, May 2026,0,New,115
552,1,GK Arise,Tathawade,664,Ready To Move,0,Resale,33.58
553,3,Amar Serenity,Pashan,1350,Ready To Move,1,Resale,175
554,3,Supertech Defence Colony Pune Phase 4,Wagholi,1395,Ready To Move,3,Resale,99
555,2,Paranjape Blue Ridge,Hinjewadi,1340,Ready To Move,2,Resale,92
556,1,Bhandari Ivory,Wagholi,510, Mar 2025,0,New,26
557,2,Sarsan Nancy Hill View A 1,Baner,1300,Ready To Move,2,Resale,85
558,1,Ideal Balaji Vishwa,Moshi,485, Aug 2024,0,New,32.87
559,2,Shree Sonigara Signature Park,Thergaon,1059,Ready To Move,2,Resale,60
560,2,Global Enrise,Rahatani,1055, Dec 2025,0,New,71.8
561,2,Siddhi Skylark,Moshi,942, Aug 2024,0,New,44
562,3,Shree Sai Water Crest,Ambegaon Budruk,1269, Jun 2025,0,New,110
563,2,Tirupati Welworth Bluescapes,Vadgaon Budruk,1012,Ready To Move,2,Resale,103
564,2,Sree Sai Mystique,Vadgaon Budruk,966,Ready To Move,6,Resale,65
565,2,Naiknavare Avon Vista Phase 1 And Phase 2,Balewadi,1044, Dec 2026,0,New,79.35
566,3,Kalpataru Jade Skyline,Baner,1606, Dec 2026,0,New,160
567,2,Austin Lush,Dhanori,1152,Ready To Move,2,Resale,73
568,2,Shapoorji Pallonji Joyville Hinjawadi,Hinjewadi,850,Ready To Move,2,Resale,56
569,3,Pristine Aakanksha,Kalwad Wasti,900,Ready To Move,4,Resale,60
570,3,JRS Atmosphere C Wing,Ambegaon Budruk,1455, Jun 2025,0,New,125
571,3,Goel Ganga Aria,Dhanori,928, Nov 2022,0,New,77.13
572,3,Supreme Estia,Baner,1850,Ready To Move,3,Resale,181
573,3,Peninsula Ashokvann,Gahunje,1100, Jun 2024,0,New,60
574,1,Karia Konark Pooram,Kondhwa,310,Ready To Move,17,Resale,25
575,2,GK Developer Dwarka Lords,Lonikand,1000, May 2021,0,New,31.5
576,2,Duville Riverdale Heights,Kharadi,758, Nov 2026,0,New,81.88
577,2,Panchshil Eon Waterfront,Kharadi,1103, Aug 2024,0,New,110
578,2,Regency Astra Phase II,Baner,989, Nov 2025,0,New,84
579,2,Maheshwari Essentia,Baner,1750,Ready To Move,123,Resale,170
580,2,Nanded Asawari,Nanded,890,Ready To Move,2,Resale,65
581,2,Chirag Grande View 7 Phase V Building J,Ambegaon Budruk,474, Nov 2022,0,New,55
582,2,Goel Ganga Legend A2 And B4,Bavdhan,1055, May 2027,0,New,85
583,5,Panchshil Towers,Kharadi,6160, Aug 2023,0,New,550
584,3,Karia Konark Orchid,Wagholi,1750,Ready To Move,7,Resale,85
585,2,Kushal Nivriti,Kondhwa,916,Ready To Move,10,Resale,70
586,2,Unique K Ville,Ravet,667, Sep 2023,0,New,50.54
587,2,Kumar Palaash,Wadgaon Sheri,873, Jan 2025,0,New,60.25
588,3,Vivanta Life Vedika Phase 1,Pimple Saudagar,858, May 2023,0,New,128
589,2,Malpani Cereza,Tathawade,964, Dec 2022,0,New,49
590,2,Rohan Abhilasha,Hinjawadi Village,769, Nov 2023,0,New,52.94
591,4,Panchshil The Address,Sangamvadi,4850, Dec 2026,0,New,900
592,1,Guru Smruti,Ravet,620, Nov 2023,0,New,36.45
593,3,Unique Blliss,Wakad,1520, Dec 2028,0,New,92
594,1,Prakalp Pride,Baner,441, Jun 2025,0,New,29.74
595,3,Oree Code Name Real Bhavdhan,Bavdhan,1575, Dec 2026,0,New,118
596,2,Krupa Eden Park,Viman Nagar,1130, Nov 2027,0,New,70
597,2,K Raheja Vistas Premiere,NIBM Annex Mohammadwadi,1350,Ready To Move,5,Resale,120
598,4,Mittal One Nation,Pimple Saudagar,2665, Apr 2027,0,New,183
599,2,VTP Urban Space,Karve Nagar,850,Ready To Move,1,Resale,65
600,2,Marvel Piazza Phase 01,Viman Nagar,727, Aug 2023,0,New,215
601,1,Soba Optima Phase II,Vadgaon Budruk,359, Nov 2024,0,New,57.98
602,2,Kolte Patil IVY Apartments,Wagholi,1270, Aug 2024,0,New,67
603,3,Goel Ganga Legend Building B6,Bavdhan,1312, Nov 2026,0,New,110
604,3,Naiknavare Sylvan Heights,Aundh,1750,Ready To Move,10,Resale,210
605,1,Nanded Mangal Bhairav,Dhayari,600,Ready To Move,7,Resale,39.5
606,2,Mantra 29 Gold Coast,Dhanori,630, Apr 2023,0,New,44.1
607,2,Sukhwani Artize,Ravet,828, Dec 2024,0,New,41.28
608,2,Yashada Sterling Blooms,Rahatani,559, Aug 2022,0,New,45.78
609,3,Aditya Aditya Comfort Zone Nest,Baner,1380,Ready To Move,5,Resale,94.99
610,2,Viniyog Waterfront,Ambegaon Budruk,865, Mar 2023,0,New,42
611,2,Nyati Elan South I,Wagholi,1055,Ready To Move,2,Resale,55
612,2,Sattva H And M Royal,Wagholi,1000,Ready To Move,3,Resale,11.5
613,2,Shivteerth Legacy,Moshi,766, Nov 2024,0,New,37
614,2,Arun Developers Aion,Ravet,981,Ready To Move,2,Resale,49
615,1,Goel Ganga Ganga Newtown Ph 02,Dhanori,493, Nov 2024,0,New,42.48
616,3,Paranjape Blue Ridge,Hinjewadi,1730, Mar 2026,0,New,135
617,2,Godrej Parkridge,Manjari,505, Mar 2025,0,New,50.18
618,2,Aditya Garden City,Warje,1140,Ready To Move,15,Resale,100
619,2,Nyati Elan West I,Wagholi,852,Ready To Move,2,Resale,41.2
620,4,Reputed Builder Western Hills Phase 1,Baner,3500,Ready To Move,4,Resale,445
621,1,Vasupujya Venus Apartment,Koregaon Park,620, May 2023,0,New,75
622,2,Omega Heritage Apartments,Dhayari,1115,Ready To Move,12,Resale,60
623,2,Darode Shriniwas Liviano Phase I,Kothrud,800,Ready To Move,2,Resale,72
624,2,Gulmohar Primrose,Wagholi,1153, Dec 2025,0,New,52
625,1,Prime Utsav Homes Bavdhan,Bavdhan,665,Ready To Move,7,Resale,53.99
626,1,Eskay Basera Eternity Plot B,Hinjewadi,396, Jun 2021,0,New,43.79
627,4,VTP Flamante By VTP Luxe Phase 1,Wagholi,2430, Mar 2028,0,New,211
628,3,Rohan Harita Phase 1,Tathawade,1900, Dec 2027,0,New,115
629,3,Shree City One Vezdaa,Ravet,1202, Dec 2028,0,New,122
630,2,Raojee Palladium Homes,Dhanori,1080, Jul 2020,0,New,70
631,2,Swadik ANP Ultimus,Wakad,1100, Jun 2027,0,New,90
632,3,Supreme Belmac Residences,Wadgaon Sheri,1938, Aug 2024,0,New,198
633,3,Godrej Hillside 1,Mahalunge,715, Mar 2024,0,New,75.99
634,2,Reputed Builder Mahadev Apartment,Bopodi,1860, Jun 2028,0,New,125
635,2,Shivkrupa Prestige,Dhayari Phata,841, Dec 2022,0,New,38.67
636,1,Pallod Farms,Kesnand,1000,Ready To Move,2,Resale,19
637,3,VTP Bellissimo Phase 1,Hinjewadi,1254, Mar 2026,0,New,144
638,3,Sanas You57 Tower A,Sus,1100,Ready To Move,2,Resale,62
639,3,K Raheja Sterling,NIBM Annex Mohammadwadi,834, Dec 2026,0,New,125
640,2,VTP Blue Waters,Wagholi,1000,Ready To Move,2,Resale,34
641,2,Shapoorji Pallonji Joyville Hinjawadi,Hinjewadi,906, Nov 2023,0,New,68.6
642,2,Jhamtani Vision Ace,Tathawade,717, Dec 1899,0,New,62.79
643,1,Nanded Asawari,Nanded,927,Ready To Move,2,Resale,60
644,1,Anshul Anshul Kanvas B Building,Wagholi,750, Mar 2028,0,New,32
645,2,GK Developer Flora Residency,Kalewadi,800, May 2025,0,New,60
646,3,Nagpal Dev Exotica,Kharadi,1465,Ready To Move,12,Resale,98
647,3,Kundan La Ventana Phase 1,Wanowrie,1600, Jun 2025,0,New,158
648,2,Yashada Sterling Blooms,Rahatani,638, Aug 2022,0,New,52.25
649,3,Siddh Amara,Bavdhan,1048, Feb 2023,0,New,111
650,2,Vishal Arc Glory,Hadapsar,900, Dec 2025,0,New,47.51
651,2,Puraniks Abitante Fiore Phase 2C,Karve Nagar,995, Jan 2027,0,New,116
652,3,Kundan Eternia Phase I,Sopan Baug,1500,Ready To Move,2,Resale,135
653,1,Majestique Manhattan,Wagholi,329, Dec 2027,0,New,33.78
654,2,Puravankara Purva Silversands,Mundhwa,1073,Ready To Move,1,Resale,98
655,2,Reputed Builder Krishna Park,Dhanori,750, May 2023,0,New,14.15
656,1,Shree Hill View,Lohegaon,690, May 2026,0,New,29
657,1,Xrbia Chakan,Kharadi,650,Ready To Move,1,Resale,55
658,3,Majestique Marbella Phase 1,Kharadi,1175, Dec 2025,0,New,95.89
659,2,Mavens Viaan,Handewadi,994, Mar 2026,0,New,45
660,3,Majestique Marbella Phase VI,Kharadi,989, Apr 2027,0,New,129
661,1,Reputed Builder Puraniks Abitante,Sunarwadi,660, Dec 2025,0,New,42.76
662,3,Jhamtani Nandan Ace,Balewadi,1844, Mar 2026,0,New,202
663,1,Ms Swaraj Ranjan Heights A Wing,Ravet,850,Ready To Move,2,Resale,34.75
664,4,INC Amar Westview,Undri,2600, May 2023,0,New,155
665,3,Goel Satellite,Wanowrie,2502, Jan 2025,0,New,250
666,1,Shubh Icon,Viman Nagar,610,Ready To Move,1,Resale,38
667,3,Neuleaf Lifespace TechD,Bhugaon,1380, Nov 2023,0,New,90
668,2,Enerrgia Skyi Songbirds,Bavdhan,952,Ready To Move,2,Resale,95
669,2,Vedanta,Wakad,1096, May 2027,0,New,50.23
670,2,NG Palm Nest,Wagholi,1269, Feb 2026,0,New,52.62
671,3,Kalpataru Crescendo,Wakad,1435, May 2025,0,New,129
672,2,Rama Metro Life Maxima Residences,Tathawade,715, Jun 2022,0,New,65.35
673,2,Enerrgia Skyi Songbirds Iris,Bavdhan,1112, Nov 2027,0,New,60.04
674,2,Spectrum Vertillas,Kharadi,1410, May 2024,0,New,129
675,2,Prakruti Palladium,Kondhwa,1020,Ready To Move,6,Resale,55
676,2,Rohan Abhilasha,Wadgaon Sheri,1250, Sep 2027,0,New,110
677,4,Pride Purple Park Titanium,Wakad,2000,Ready To Move,4,Resale,225
678,3,OM The Island,Dehu,1200, Nov 2027,0,New,12.5
679,2,Creative Nexus Aryan 79,Chikhali,554, May 2024,0,New,39.99
680,3,Rahul Arcus Bldg E,Hinjawadi Village,1410, Oct 2027,0,New,97.6
681,2,Wadhwani Sai Paradise,Tathawade,575, Nov 2020,0,New,38.42
682,1,Shyama Fortune,Moshi,582, May 2028,0,New,28.75
683,2,Nexus Meridian,Tathawade,928, Dec 2022,0,New,56.32
684,2,Nirman Altius Wing B,Kharadi,816, May 2023,0,New,87.15
685,2,BU Bhandari Colonnade,Kharadi,996,Ready To Move,6,Resale,67
686,3,Sattva H And M Royal,Kondhwa,1500, Aug 2024,0,New,90
687,1,Sanskruti Keshav Kunj,Dehu,457, Dec 2024,0,New,24
688,2,Krisala 41 Elite Pune,Tathawade,1026,Ready To Move,2,Resale,47.5
689,3,Bhandari 32 Pinewood Drive Phase 1,Hinjewadi,1394, Sep 2026,0,New,80.36
690,2,Maple Aura County,Wagholi,862,Ready To Move,8,Resale,48
691,2,Vaishnavi Sahil Vighnesh Residency,Wakad,1374, Nov 2022,0,New,65
692,2,Paranjape Blue Ridge,Tathawade,1100, Feb 2026,0,New,71
